,stock,risk,avg_multipler
116,altria_group,30.76923076923077,1.2232249076923083
117,aflac,22.22222222222222,1.2232662300493617
118,keycorp,8.333333333333332,1.2238021956656568
119,pnc_financial_services,15.0,1.2251845972306188
120,leidos,0.0,1.2251953074435955
121,gap,32.83582089552239,1.225602640589149
122,w_w_grainger,15.0,1.2262082967841774
123,fox_corporation_class_b,10.526315789473683,1.2262834145395483
124,hasbro,30.76923076923077,1.2267173617112246
125,fiserv,0.0,1.2275827022598498
126,the_walt_disney_company,5.263157894736842,1.2277143718628245
127,american_water_works,0.0,1.2282312270182556
128,jacobs_engineering_group,0.0,1.2305502305355138
129,the_mosaic_company,21.27659574468085,1.231143748479792
130,kimberly_clark,0.0,1.232960959056916
131,mondelez_international,0.0,1.2329917791175102
132,lamb_weston,23.52941176470588,1.2349482274703636
133,medtronic,0.0,1.2359237032253216
134,huntington_bancshares,5.128205128205128,1.2374387476109905
135,essex_property_trust,7.142857142857142,1.2390429952318376
136,citigroup,13.513513513513514,1.2393408941661004
137,mohawk_industries,15.217391304347828,1.2397534114091722
138,pepsico,0.0,1.2406709579969781
139,prudential_financial,23.52941176470588,1.2418039305221213
140,align_technology,14.285714285714285,1.2418985574073393
141,bath_and_body_works,38.20224719101123,1.2422959556005477
142,church_and_dwight,0.0,1.24283675902816
143,conagra_brands,7.6923076923076925,1.24350926963839
144,edison_international,5.555555555555555,1.2435656662454249
145,kelloggs,0.0,1.2440467815147604
146,boston_scientific,0.0,1.2443357306083416
147,avery_dennison,26.666666666666668,1.2456852000181842
148,kraft_heinz,29.411764705882355,1.2461796026095593
149,brown_and_brown,0.0,1.2474848460499561
150,the_hartford,27.77777777777778,1.2484077755951006
151,comerica,12.82051282051282,1.2487434622155438
152,nxp,16.666666666666664,1.250595291470402
153,international_paper,11.11111111111111,1.251375064624622
154,expedia_group,14.583333333333334,1.2522218356176105
155,carnival_corporation,25.0,1.2532131762110517
156,costco,0.0,1.2537587490877624
157,advance_auto_parts,55.00000000000001,1.2540363510265558
158,ibm,6.666666666666667,1.2541335784446364
159,northern_trust,5.555555555555555,1.2555088065369693
160,exelon,0.0,1.255699494520846
161,american_express,13.043478260869565,1.255905312668882
162,ppl,12.5,1.257006242159044
163,cme_group,0.0,1.2577449622466765
164,adm,21.428571428571427,1.260903195182443
165,international_flavors_and_fragrances,0.0,1.262092580745394
166,enphase_energy,28.96174863387978,1.262108773080049
167,cbre,0.0,1.2642712559442317
168,all_state_corp,0.0,1.2650495452797086
169,capital_one,10.0,1.2651810412647655
170,corning,20.0,1.2652290915630295
171,citizens_financial_group,13.157894736842104,1.2672099772527978
172,johnson_and_johnson,0.0,1.2682470789450213
173,chubb,11.11111111111111,1.268590676946137
174,martin_marietta_materials,21.428571428571427,1.2704524274902533
175,metlife,18.51851851851852,1.2781636485237942
176,fidelity_national_information_services,0.0,1.2790711778939536
177,live_nation_entertainment,18.75,1.2832603882159117
178,duke_energy,0.0,1.283442556870327
179,fleetcor,8.695652173913043,1.283894031761981
180,juniper_networks,0.0,1.2843740271344695
181,hca_healthcare,10.526315789473683,1.284660046607349
182,eaton_corporation,0.0,1.2854905110943056
183,extra_space_storage,0.0,1.286562343785256
184,eog_resources,30.0,1.2874840496744433
185,automatic_data_processing,0.0,1.2894578631808007
186,advanced_micro_devices,12.698412698412698,1.2898958029416667
187,electronic_arts,0.0,1.293433995754683
188,dish_network,7.017543859649122,1.2945435438466601
189,adobe,0.0,1.2945783715038384
190,assurant,6.25,1.2951721516685084
191,news_corp_class_a,4.3478260869565215,1.2963785165274084
192,boeing,29.166666666666668,1.2965131691704788
193,general_dynamics,5.88235294117647,1.2981079844241723
194,cisco_systems,0.0,1.2984468308687005
195,alphabet_class_c,0.0,1.3015051622101317
196,franklin_resources,8.695652173913043,1.3020811641465126
197,ball__corp,0.0,1.3024436709879912
198,keysight_technologies,0.0,1.3043291333860336
199,news_corp_class_b,4.761904761904762,1.3049047110430443
200,eversource_energy,0.0,1.3055475568563568
201,old_dominion_freight_line,8.333333333333332,1.3055490805891161
202,baker_hughes,15.555555555555555,1.3065911331654891
203,alphabet_class_a,0.0,1.30689788655198
204,freeport_mcmoran,26.865671641791046,1.307266259786546
205,bio_rad_laboratories,0.0,1.307454101350284
206,public_service_enterprise_group,0.0,1.3079530583592518
207,salesforce,0.0,1.3083558456339577
208,mastercard,0.0,1.3091754476453559
209,estée_lauder_companies,0.0,1.309501523575285
210,mid_america_apartments,0.0,1.3102989017929554
211,servicenow,6.0606060606060606,1.3120082367897918
212,air_products_and_chemicals,0.0,1.312605789779878
213,microchip_technology,7.4074074074074066,1.312979168563677
214,principal_financial_group,20.588235294117645,1.3131464376196489
215,ford,13.636363636363635,1.3139813647573872
216,caterpillar,0.0,1.3141462384417086
217,apple,17.647058823529413,1.3154912787434991
218,dte_energy,8.333333333333332,1.3180331158188163
219,general_mills,0.0,1.318553829714514
220,paccar,0.0,1.3206009745869787
221,nrg_energy,16.666666666666664,1.3206485321763999
222,catalent,0.0,1.3213423854462585
223,lockheed_martin,0.0,1.321908667356257
224,marathon_oil,28.57142857142857,1.322625540006072
225,mettler_toledo,0.0,1.3227535430660857
226,deere_and_co,0.0,1.3235449059746596
227,cdw,10.526315789473683,1.323823929598315
228,dexcom,0.0,1.3248975697700833
229,autozone,30.0,1.3256197997068644
230,booking_holdings,0.0,1.3266574180358175
231,corteva,0.0,1.3279267633208027
232,linde,0.0,1.329527128729879
233,honeywell,0.0,1.329769146285746
234,msci,0.0,1.3310540227654368
235,amazon,0.0,1.3312685231933985
236,realty_income_corporation,10.0,1.3313642618508168
237,mcdonalds,0.0,1.3322409783914297
238,oracle,0.0,1.3336987637158766
239,duke_realty_corp,0.0,1.3338208570084888
240,illinois_tool_works,0.0,1.3339537948410685
241,idex_corporation,0.0,1.3341171064381867
242,first_republic_bank,0.0,1.3350481014098319
243,centerpoint_energy,7.142857142857142,1.335152368034964
244,equifax,0.0,1.3369091962281656
245,nvr,0.0,1.3370039907316018
246,bny_mellon,0.0,1.3381411096312146
247,kansas_city_southern,0.0,1.3390972249952389
248,borgwarner,13.88888888888889,1.3392487514915783
249,nextera_energy,0.0,1.341082500326268
250,marsh_and_mclennan,0.0,1.34257143702117
251,devon_energy,21.782178217821784,1.342843078935307
252,expeditors,0.0,1.3432172808605252
253,monolithic_power_systems,0.0,1.3438502128501462
254,broadridge_financial_solutions,0.0,1.345251108503432
255,blackrock,0.0,1.3460214457086974
256,applied_materials,0.0,1.3474128825301819
257,generac_holdings,0.0,1.3486101748496957
258,eli_lilly,0.0,1.3500468141010338
259,charter_communications,0.0,1.350382010360656
260,hanesbrands,7.547169811320755,1.3543851418713568
261,agilent_technologies,0.0,1.3544132385195782
262,accenture,0.0,1.3553940225968564
263,kimco_realty,5.0,1.3586702327306952
264,autodesk,0.0,1.3592768482424142
265,digital_realty_trust,0.0,1.3598426773576344
266,facebook,16.666666666666664,1.3612336900799202
267,norwegian_cruise_line_holdings,12.5,1.3655004601617438
268,microsoft,0.0,1.366540691169604
269,celanese,7.6923076923076925,1.3685775638728686
270,johnson_controls,0.0,1.3691989979592676
271,dominos_pizza,0.0,1.3702151410298935
272,lkq_corporation,4.3478260869565215,1.3713536250148972
273,arthur_j_gall_agher_and_co,0.0,1.3742157485840696
274,best_buy,0.0,1.3749723017738131
275,dominion_energy,0.0,1.375355674991043
276,f5_networks,0.0,1.3763038375457703
277,goldman_sachs,0.0,1.3786174979792225
278,global_payments,0.0,1.3789719695413227
279,morgan_stanley,9.090909090909092,1.379288994753039
280,intercontinental_exchange,0.0,1.3796568800480418
281,kinder_morgan,5.88235294117647,1.3798188234500475
282,eastman_chemical,9.090909090909092,1.3801768338745877
283,fifth_third_bancorp,10.344827586206897,1.38159932428802
284,match_group,2.941176470588235,1.3822886564911254
285,fortive,0.0,1.3851978189982421
286,lam_research,0.0,1.3878575240528697
287,hess_corporation,19.607843137254903,1.3896547747098902
288,dover_corporation,0.0,1.390700557559613
289,ameriprise_financial,13.333333333333334,1.3914041894775346
290,general_motors,6.25,1.3919360970074797
291,anthem,0.0,1.3959680153999907
292,danaher,0.0,1.3977025792538376
293,diamondback_energy,33.33333333333333,1.3994941723217977
294,amphenol,0.0,1.4005560863899507
295,intuit,0.0,1.4007995908566193
296,ingersoll_rand,8.695652173913043,1.4019023298927913
297,fmc_corporation,0.0,1.4020241590227143
298,analog_devices,0.0,1.413930494972696
299,garmin,0.0,1.415037562811729
300,equinix,0.0,1.4158323658811867
301,crown_castle,0.0,1.416707858948066
302,moderna,21.91780821917808,1.4240153466795842
303,marketaxess,0.0,1.4262122323841506
304,broadcom,0.0,1.4272838328269062
305,abbott_laboratories,0.0,1.4275204802343586
306,ihs_markit,0.0,1.4292676520077434
307,csx,0.0,1.4293726998822343
308,alexandria_real_estate_equities,0.0,1.4339363587155236
309,intuitive_surgical,0.0,1.435571913303543
310,conocophillips,17.24137931034483,1.437947610614899
311,ametek,0.0,1.4381599880331515
312,marathon_petroleum,31.11111111111111,1.438819439587489
313,leggett_and_platt,0.0,1.439071730004513
314,american_tower,0.0,1.439359265397624
315,etsy,11.688311688311687,1.4398843573761055
316,mgm_resorts_international,20.51282051282051,1.440900715592414
317,fastenal,0.0,1.4412116004320359
318,j_b_hunt,0.0,1.4458192987344833
319,lincoln_national,17.647058823529413,1.4470044061061873
320,iqvia,0.0,1.454317830353022
321,cadence_design_systems,0.0,1.4545822602526743
322,mccormick_and_company,0.0,1.4611795912358119
323,labcorp,0.0,1.4633903978555154
324,quest_diagnostics,0.0,1.467537962784087
325,dupont,3.571428571428571,1.4699317305844417
326,kla_corporation,0.0,1.4750708658600096
327,masco,0.0,1.4789171263293133
328,apa_corporation,12.62135922330097,1.4807421845504483
329,humana,0.0,1.488956494807509
330,charles_river_laboratories,0.0,1.4924949336827464
331,genuine_parts,0.0,1.499031810120287
332,fortinet,0.0,1.5000602785839792
333,darden_restaurants,27.27272727272727,1.5022890504045063
334,ceridian,0.0,1.505878979437063
335,cummins,0.0,1.5069750557699582
336,chevron,0.0,1.5086095041480505
337,fortune_brands_home_and_security,0.0,1.5127826984770012
338,hall_iburton,21.666666666666668,1.5135890050314933
339,moodys,0.0,1.5198723451411218
340,emerson_electric,0.0,1.54271314058973
341,discover_financial_services,4.0,1.5447311820534193
342,hologic,0.0,1.5590453054737294
343,cintas_corporation,0.0,1.5596019041526137
344,ecolab,0.0,1.564795044669855
345,lyondellbasell,6.25,1.5756343282853762
346,ebay,0.0,1.5756940902484382
347,lennar,20.0,1.5808554106314778
348,home_depot,0.0,1.598858785485942
349,amcor,0.0,1.6038313288101758
350,chipotle_mexican_grill,6.25,1.6209239666626136
351,idexx_laboratories,0.0,1.621639926842709
352,aptiv,0.0,1.6558712543892105
353,dow,16.666666666666664,1.6586266582912386
354,d_r_horton,0.0,1.6637479026659043
355,lowes,0.0,1.679274156632372
356,carmax,0.0,1.7153154636850596
357,carrier_global,0.0,1.8176389595706206
358,micron_technology,10.204081632653061,
359,regeneron_pharmaceuticals,70.0,0.9405204133410445
360,walgreens_boots_all_iance,69.23076923076923,0.9665248871951724
361,under_armour_class_c,42.70833333333333,1.0076452071469058
362,take_two_interactive,46.666666666666664,1.0153082916559881
363,under_armour_class_a,45.05494505494506,1.0170317392828228
364,viatris,34.92063492063492,1.0793540995050872
365,wells_fargo,32.0,1.082191379569656
366,xilinx,36.84210526315789,1.0912760056700013
367,vertex_pharmaceuticals,26.31578947368421,1.0961316051451264
368,vornado_realty_trust,38.46153846153847,1.0966216964367104
369,molson_coors,21.73913043478261,1.096728837131203
370,western_union,27.27272727272727,1.0996494343200853
371,target,0.0,1.1021389839121787
372,ralph_lauren_corporation,19.565217391304348,1.1164633485864024
373,united_parcel_service,0.0,1.119743247791283
374,atandt,9.090909090909092,1.1253296904628656
375,jm_smucker,0.0,1.1469676767399075
376,waters_corporation,0.0,1.1479231247945427
377,tapestry,20.51282051282051,1.149062998385938
378,westrock,28.57142857142857,1.1564478524543296
379,raymond_james_financial,13.793103448275861,1.1636637501807772
380,everest_re,15.789473684210526,1.1729726015219029
381,textron,36.11111111111111,1.173825971767932
382,xylem,5.88235294117647,1.1840894178963286
383,wabtec,13.333333333333334,1.1859193628563156
384,republic_services,0.0,1.187224148483056
385,western_digital,17.72151898734177,1.1899952559631628
386,waste_management,0.0,1.192264289236639
387,qualcomm,12.0,1.1924620724063117
388,pvh,29.6875,1.2013392454798069
389,tyler_technologies,0.0,1.2020777810823222
390,dentsply_sirona,22.727272727272727,1.202727628404026
391,raytheon_technologies,16.666666666666664,1.203140495724241
392,trane_technologies,0.0,1.2064841268997808
393,vf_corporation,12.5,1.2149747559217399
394,united_airlines,19.230769230769234,1.2155475870620092
395,vulcan_materials,17.391304347826086,1.2183178737794542
396,twitter,11.627906976744185,1.218841259214941
397,ptc,21.428571428571427,1.2199421352054658
398,viacomcbs,34.78260869565217,1.223340972973148
399,valero_energy,39.21568627450981,1.2285740424161709
400,wynn_resorts,27.142857142857142,1.2319753675008738
401,udr,0.0,1.2330177508481455
402,regency_centers,14.285714285714285,1.2379657517337157
403,schlumberger,12.76595744680851,1.2386799276335139
404,seagate_technology,32.0,1.2401401580945461
405,charles_schwab,7.142857142857142,1.2439856206710491
406,tyson_foods,12.5,1.246142775015172
407,ross_stores,4.3478260869565215,1.2498037492556147
408,us_bancorp,11.11111111111111,1.2502248791057335
409,w_r_berkley_corporation,0.0,1.2504626007373418
410,regions_financial_corporation,7.6923076923076925,1.2505770083036627
411,xcel_energy,0.0,1.252496554790045
412,snap_on,0.0,1.2543397953155977
413,svb_financial,10.0,1.2613276838579959
414,exxonmobil,26.31578947368421,1.2651334930669706
415,universal_health_services,10.526315789473683,1.2677102461454246
416,wec_energy_group,0.0,1.2683707020981358
417,southern_company,0.0,1.2691789475536663
418,rollins,0.0,1.269436881363766
419,state_street_corporation,3.225806451612903,1.2705687516198505
420,willis_towers_watson,0.0,1.2785311284130563
421,zions_bancorp,16.666666666666664,1.2821318497076397
422,qorvo,0.0,1.2907123857748475
423,tractor_supply_company,0.0,1.2912382382610086
424,simon_property_group,7.4074074074074066,1.294102801891962
425,resmed,0.0,1.29416283424962
426,robert_half_international,0.0,1.2960151888650953
427,zimmer_biomet,4.0,1.3017113143348233
428,skyworks_solutions,0.0,1.3026958412002545
429,texas_instruments,0.0,1.3036597867769684
430,thermo_fisher_scientific,0.0,1.3058525405036479
431,sempra_energy,0.0,1.3070082243561292
432,starbucks,0.0,1.3094418952549047
433,visa,0.0,1.3100466916134825
434,teradyne,6.896551724137931,1.310236297349636
435,sba_communications,0.0,1.3114312640605226
436,stanley_black_and_decker,20.0,1.313436973698583
437,teleflex,0.0,1.3145285657323504
438,ulta_beauty,5.555555555555555,1.3229763262600125
439,t_mobile_us,0.0,1.3330707055906228
440,healthpeak_properties,0.0,1.3340054919000788
441,tesla,12.195121951219512,1.3370830361602106
442,tjx_companies,0.0,1.3422287161339308
443,united_rentals,13.333333333333334,1.3433695825653997
444,verisign,0.0,1.3461082091624634
445,stryker_corporation,0.0,1.3461200742040116
446,verisk_analytics,0.0,1.3473378317754388
447,ppg_industries,0.0,1.350664642543821
448,truist_financial,11.76470588235294,1.3513048494177367
449,phillips_66,31.25,1.351975314671399
450,teledyne_technologies,0.0,1.3585825639032225
451,pioneer_natural_resources,24.0,1.3625765206105112
452,welltower,10.344827586206897,1.3664602405901467
453,synchrony_financial,2.7777777777777777,1.367912870693272
454,the_travelers_companies,0.0,1.3684512175957717
455,steris,0.0,1.3721863074756118
456,paychex,0.0,1.3752282486941982
457,zebra_technologies,0.0,1.3757011118613185
458,perkinelmer,0.0,1.3823505137120855
459,norfolk_southern,0.0,1.386643460293205
460,te_connectivity,0.0,1.3884723077403456
461,whirlpool_corporation,26.08695652173913,1.3903350420919023
462,transdigm_group,10.526315789473683,1.3971709836502544
463,t_rowe_price,0.0,1.3991887419961229
464,union_pacific,0.0,1.399266432380832
465,sealed_air,0.0,1.4007245642846922
466,oreilly_automotive,0.0,1.40164704453461
467,sherwin_williams,0.0,1.402605129228453
468,constellation_brands,0.0,1.406053360320275
469,zoetis,0.0,1.410673551141208
470,unitedhealth_group,0.0,1.4161514963536408
471,occidental_petroleum,25.925925925925924,1.4170059420351806
472,paycom,2.631578947368421,1.419063026874019
473,yum!_brands,0.0,1.4344146939863311
474,sysco,4.761904761904762,1.4350446707154487
475,weyerhaeuser,3.8461538461538463,1.4388347089821794
476,prologis,0.0,1.4411331668339864
477,royal_caribbean_group,15.09433962264151,1.4412009998324258
478,synopsys,0.0,1.4444641283404296
479,nucor,0.0,1.4549618273265172
480,roper_technologies,0.0,1.4607714846330637
481,paypal,5.263157894736842,1.4617337549606944
482,oneok,28.57142857142857,1.4635557700353745
483,quanta_services,0.0,1.4684262000882158
484,pentair,0.0,1.471604331500745
485,sp500,0.0,1.478645666046708
486,parker_hannifin,4.761904761904762,1.480469600554518
487,ventas,28.125,1.4823667324746268
488,nike,0.0,1.490824043736775
489,pultegroup,5.88235294117647,1.5152836784627712
490,rockwell_automation,0.0,1.5327591294007339
491,trimble,0.0,1.53523679990745
492,pool_corporation,0.0,1.5434256591486943
493,nasdaq,0.0,1.5492125473632923
494,west_pharmaceutical_services,0.0,1.5539765949053732
495,bio_techne,0.0,1.5735383698720515
496,sandp_global,0.0,1.5806429344075135
497,williams_companies,0.0,1.6681481396657951
498,penn_national_gaming,19.35483870967742,2.0722500556889436
499,caesars_entertainment,15.384615384615385,2.10374297157298
